Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Opportunity Key Dates Current Stage,Accounts Is Churned? (Yes / No),Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value
Barreled Souls Brewing Company,2023-04-25,0014W00003CNw5yQAD,13. Booked - Need Info to Onboard,No,15002e52-fd2f-4bf5-b7db-0eacae6ae6ba,300,299.4
Nordic Brew,2023-04-25,0014W00003CNxC8QAL,13. Booked - Need Info to Onboard,No,46c55045-e509-4f36-87aa-2d2ea398db59,0,0
Marmy's Creamery,2023-04-25,0014W00003CNw2pQAD,13. Booked - Need Info to Onboard,No,47565e32-a99d-4450-a827-41ff6067bbe6,0,190.8
Westclox Event Center,2023-04-25,0014W00003CNwyuQAD,16. Closed - Onboarded,No,868b8d56-73e6-44c7-8dcf-3328d3f3c891,0,0
Juice Envy Popup,2023-04-25,0014W00003CNw8VQAT,13. Booked - Need Info to Onboard,No,4d4f79da-8ab2-439f-94d1-08afb1548dc7,0,0
Chef Almora,2023-04-25,0014W00003CNw3JQAT,13. Booked - Need Info to Onboard,No,58495449-6072-479f-9b8d-c6361ee346da,0,119
Jenni Franklin,2023-04-25,0014W00003CNwYIQA1,13. Booked - Need Info to Onboard,No,a8b02a89-26e2-415a-8c03-6b884966e888,0,0
VFW Post 3291,2023-04-25,0014W00003CNw3dQAD,16. Closed - Onboarded,No,f4fa3a1d-3c84-4f99-be65-34e0e8c33666,0,585.9
April's Eats And Sweets,2023-04-25,0014W00003CNwQsQAL,16. Closed - Onboarded,No,cb8ff18f-2eef-4591-a14a-6017856267d3,0,316.2
Social Cafe,2023-04-25,0014W00003CNwlRQAT,16. Closed - Onboarded,No,c12a4ded-4831-4084-96b8-19d9677c2091,2628,844.9
Frencheese,2023-04-25,0014W00003CNwezQAD,16. Closed - Onboarded,No,79195ef5-e4e3-4622-be4f-b8ac40ee7730,300,495.6
Creekside Cafe,2023-04-25,0014W00003CNwFaQAL,13. Booked - Need Info to Onboard,No,d579e385-b047-49fe-9892-263d25adab5f,0,0
Fusion Restaurant llc,2023-04-25,0014W00003CNwiXQAT,16. Closed - Onboarded,No,4a783f91-c4d2-424a-9a67-77bd50fd76d0,960,908
Tonia Taylor/Tee n' Tings,2023-04-25,0014W00003CNwXFQA1,13. Booked - Need Info to Onboard,No,32d265b5-4bf3-4096-b15b-03d5a1050e89,0,0
Gabino’s Wood Fired Pizza Co.,2023-04-25,0014W00003CNvYAQA1,16. Closed - Onboarded,No,0c05775b-6a2e-4dd9-9ffa-0f90e113d3df,0,209
What the truck,2023-04-25,0014W00003CNrtfQAD,13. Booked - Need Info to Onboard,No,b5e67542-fc24-479f-9533-744cc98f7627,0,527.99
Monarca PLACE 7,2023-04-25,0014W000037YqVZQA0,13. Booked - Need Info to Onboard,No,f12ce2d8-85db-4e11-a308-d6ac6e7e4375,0,119
One South Bar and Grill,2023-04-25,0014W00003CNwh0QAD,13. Booked - Need Info to Onboard,No,918dedc4-8d8b-4c35-8865-9117d1feef6d,600,687
Frida Bar,2023-04-25,0014W00003CNwVsQAL,13. Booked - Need Info to Onboard,No,2eaecb8f-1a9e-4e14-9615-5edaa46e6307,0,0
Sleepy Bear,2023-04-25,0014W00003CNwn9QAD,13. Booked - Need Info to Onboard,No,cf51328b-444c-4c54-ad18-ad30f8c16f43,300,1734
Anita's Baked Wonders,2023-04-25,0014W00003CNwWHQA1,13. Booked - Need Info to Onboard,No,a8949fc8-ffc9-41d4-b6f3-b4754e298bc3,0,0
Dwayne Louisiana Twist,2023-04-25,0014W00003CNwwoQAD,13. Booked - Need Info to Onboard,No,ac48ae0f-7ba3-40bc-8cd8-fd7e9ff42dbe,900,0
Butter,2023-04-25,0014W00003CNwMRQA1,13. Booked - Need Info to Onboard,No,c4d07eac-c0e0-4685-ae6c-55aede984254,300,711.88
Big Munch ATL LLC,2023-04-25,0014W00003CNwAqQAL,13. Booked - Need Info to Onboard,No,ab3f6ef6-59d2-480b-b6d4-6e076d3f0e2c,900,0
Fiesta Healthy Italian Grill,2023-04-24,0014W00003CNvVkQAL,16. Closed - Onboarded,No,5e76dbe9-a415-4911-be1a-69114fe4385e,0,0
jerk hut,2023-04-24,0014W000037X624QAC,16. Closed - Onboarded,No,cbfb41c5-735c-47c5-8c74-469cdab1b964,0,286.3
"Allatoona Grill, LLC",2023-04-24,0014W00003CNvCOQA1,16. Closed - Onboarded,No,9e410819-4cba-428b-ac8a-ab4f4a784856,3168,3931
The Fellas Chicken and Ribs,2023-04-24,0014W00003CNuTxQAL,16. Closed - Onboarded,No,81b97f9e-60c6-4dc8-a3eb-68c05ef6ef0e,0,139.3
Blake Hollow Barn LLC,2023-04-24,0014W00003CNuOAQA1,16. Closed - Onboarded,No,85a8e130-e83e-4c5a-bbbb-7bc9e66c32e6,0,0
south marlyn lounge,2023-04-24,0014W00003CNu0cQAD,16. Closed - Onboarded,No,febf9638-98f7-4507-be3e-6380f196988e,0,0
The Founders House,2023-04-24,0014W00003CNuH9QAL,13. Booked - Need Info to Onboard,No,73f058ff-0812-441c-8094-c86f2c926d5f,0,0
Sophia's Sweet Shop,2023-04-24,0014W00003CNuogQAD,13. Booked - Need Info to Onboard,No,930075c2-21bf-4873-b4f3-ede52ab9f796,0,0
Cantina la Martina,2023-04-24,0014W00002mrBh7QAE,16. Closed - Onboarded,No,d1f592a9-03c6-4817-99e8-e27afffdde43,0,368.9
El Rinconsito Salvadoreno,2023-04-24,0014W00003CNvNWQA1,13. Booked - Need Info to Onboard,No,b58ad9c5-b213-4d3e-a7fb-8644a9ad3b20,0,222.6
Rollwithus Pinoy Fusion / Pricilla Fortune,2023-04-24,0014W00003CNue7QAD,13. Booked - Need Info to Onboard,No,a4c1089c-0404-4263-b394-8f42a1c972bc,720,0
Clover Mead Farm Store,2023-04-24,0014W00003CNuOeQAL,16. Closed - Onboarded,No,be826ed4-43b2-41a5-b6e4-7ce41fe0fed4,0,0
Hope Fellowship Church of Florissant,2023-04-24,0014W00003CNvFDQA1,13. Booked - Need Info to Onboard,No,e6bed685-b66f-48ce-af33-60e37f31236a,300,711.88
Red Room Cafe,2023-04-24,0014W00003CNut8QAD,16. Closed - Onboarded,No,143d5eae-fd23-440c-9268-8a82e994833e,0,788.2
Chef's Seafood Mac & Things,2023-04-24,0014W00003CNuUCQA1,16. Closed - Onboarded,No,23810a65-73ac-4753-b045-1abef871f3d7,720,0
LeilaGraceCorp,2023-04-24,0014W00003CNutgQAD,16. Closed - Onboarded,No,b53c8953-db0c-4f6b-ba37-33440577f1dd,0,254.4
Bella Panini,2023-04-24,0014W00003CNuIlQAL,16. Closed - Onboarded,No,77a83ba0-28e3-4bc6-910f-4e3e76be0bdb,0,436.21
Meal Prep Kings Llc,2023-04-24,0014W00003CNvIlQAL,15. Closed - On hold by Onboarding,Yes,ced1bb50-f919-4c2b-bd41-1f6b20bf270a,0,0
Blue Whale Cafe,2023-04-24,0014W00003CNuADQA1,16. Closed - Onboarded,No,b33630d1-a045-4d93-9949-685a71edd41c,900,159.2
Cafe La LA,2023-04-24,0014W00003CNuXBQA1,16. Closed - Onboarded,No,800e73d0-91ea-4b88-9e64-52c6a7bf613d,900,119.4
KP Smokehouse,2023-04-24,0014W000037YhGAQA0,16. Closed - Onboarded,No,160d4cb3-cec3-4f76-9108-0665dbe642a7,0,0
SPRECKELS LOUNGE - GLORIETTA BAY INN,2023-04-24,0014W00003CNuoMQAT,13. Booked - Need Info to Onboard,No,102fb05d-72cb-4b92-a10e-de672155ce12,0,159.2
Silver and Sons BBQ - 2.0,2023-04-24,0014W00003CNuvmQAD,16. Closed - Onboarded,No,d5c48f20-ed70-4368-b971-f11c9224a1fb,0,239.41
The Roasted Bean,2023-04-24,0014W00003CNvG6QAL,13. Booked - Need Info to Onboard,No,4ccb65de-097a-4d3c-bf11-780c6b39988a,0,430.21
Double D's Pub,2023-04-24,0014W00003CNuiOQAT,13. Booked - Need Info to Onboard,No,432840f7-41c7-4e02-8f9f-5691bf851593,0,0
Mayhem Pizza LLC,2023-04-24,0014W00003CNuZCQA1,13. Booked - Need Info to Onboard,No,e9696293-d29b-40c9-946a-c33c0739e407,0,0
maclovin,2023-04-24,0014W00003CNvV6QAL,13. Booked - Need Info to Onboard,No,bff26a95-15fc-4ad7-9b6b-d77711c94fd2,0,199
Donajis Mexican Restaurant,2023-04-24,0014W00003CNvTKQA1,13. Booked - Need Info to Onboard,No,75e3e2a8-6bd3-47ff-b14d-f798881c0bed,0,368.9
The Fry Bread Nation,2023-04-23,0014W00003CNtndQAD,16. Closed - Onboarded,No,e84be271-eea9-4c56-bdde-85f48ab8dbbe,0,0
Mama's Kitchen LLC,2023-04-23,0014W00003CNu03QAD,13. Booked - Need Info to Onboard,No,03b13fd2-b56a-4e2b-bd56-f35543864942,0,209
Kbop,2023-04-22,0014W00003CNtILQA1,17. Closed - On hold by Billing,Yes,c234427e-43d7-4191-b4aa-5d4d46268490,0,119.4
Freight Runnerz LLC,2023-04-22,0014W00003CNtQ2QAL,13. Booked - Need Info to Onboard,No,f44c9c1b-4366-4d84-b175-025f63aa0eab,0,0
Myungrang Hot Dog,2023-04-22,0014W00003CMsOvQAL,13. Booked - Need Info to Onboard,No,3f490c7b-5daf-44aa-b336-fc01f3d4d6b6,0,199
Elks Lodge 331,2023-04-22,0014W00003CNnzlQAD,13. Booked - Need Info to Onboard,No,40b0d70a-8ba3-4ac7-9885-7d25544fc2f7,0,1164
Heather Blake - Golly Gee Snackery,2023-04-21,0014W00003CNsHqQAL,13. Booked - Need Info to Onboard,No,67d0db1e-538d-4115-92f7-22f42fa6de54,0,125.4
Pierre Baptiste food services llc,2023-04-21,0014W00003CNsYwQAL,16. Closed - Onboarded,No,763b925c-e7e9-481d-8d88-664f21789986,0,119.4
Da Lumpia,2023-04-21,0014W00003CNt8fQAD,16. Closed - Onboarded,No,d3be29e1-68d1-4120-8e16-37f37152a633,0,0
Yes Chef Trailer,2023-04-21,0014W00003CNtB0QAL,16. Closed - Onboarded,No,255685ca-feea-4130-a542-bdf0a6995963,0,369.58
Tropicana Ice Cream Parlor,2023-04-21,0014W00003CNsfkQAD,16. Closed - Onboarded,No,0266a1a4-b214-4ca9-a1fd-aae86b8b82f1,0,0
Storm Nutr LLC,2023-04-21,0014W00003CNs9mQAD,16. Closed - Onboarded,No,37211249-fa65-49cb-b2b9-6d53946c736b,0,0
Shuga's Bakery,2023-04-21,0014W00003CNscvQAD,13. Booked - Need Info to Onboard,No,3b5d836f-2872-43ec-a89e-73a09522139a,600,327.2
Bucky Joe's Coffee Co.,2023-04-21,0014W00003CNsY8QAL,13. Booked - Need Info to Onboard,No,464681fd-84df-4987-92e6-7d01571456fd,0,0
Nolan Hibachi,2023-04-21,0014W00003CNsafQAD,13. Booked - Need Info to Onboard,No,c5a4acea-eb04-4b45-9b06-5abbf0179f5b,0,0
Heavy Burgers Loc 2,2023-04-21,0014W00003CNsYhQAL,16. Closed - Onboarded,No,1eb46bba-8a07-481a-b8a1-e918d0973789,0,0
More Than Java,2023-04-21,0014W00003CNsqzQAD,16. Closed - Onboarded,No,6f375fe0-7ab8-4006-9b27-28c9ba4794b6,0,222.6
The Juke,2023-04-21,0014W00003CNeJDQA1,16. Closed - Onboarded,No,91786073-0344-4f4d-b12a-89686557ef76,600,490.2
Pinchorreando,2023-04-21,0014W00003CNssHQAT,13. Booked - Need Info to Onboard,No,844c108d-3cfd-4f49-af72-085253af6635,0,159.2
Sugar Shapez by Zoey Anna,2023-04-21,0014W00003CNsgsQAD,16. Closed - Onboarded,No,2675c777-a5b1-44b9-9e23-17b6e2d1cbac,0,0
Om So Good,2023-04-20,0014W00003CNrdrQAD,16. Closed - Onboarded,No,a6e30616-0751-4ea7-a9fb-e69921cded86,0,0
Sporthorse Love Shack,2023-04-20,0014W00003CNrFnQAL,16. Closed - Onboarded,No,d3f56410-807b-406d-a490-6f73efa59823,0,0
The Hungry Yeti,2023-04-20,0014W00003CNrv7QAD,16. Closed - Onboarded,No,1cf92340-fa5a-47f0-a499-56bb508e6849,0,119.4
Sam’s Square,2023-04-20,0014W00003CNrGCQA1,13. Booked - Need Info to Onboard,No,df2dff67-3057-4a28-9157-2247152dae5f,0,0
Misfits Pizza,2023-04-20,0014W00003CNrpEQAT,13. Booked - Need Info to Onboard,No,fd10334a-b6f7-46aa-b3a6-847a8034117a,360,368.11
FUFU n' Sauce,2023-04-20,0014W00003CNr7FQAT,16. Closed - Onboarded,No,e33e40f3-aaa6-4e65-aa13-c9c1374bd57c,0,279.28
Shakers On Delmar,2023-04-20,0014W00003CNrnIQAT,16. Closed - Onboarded,No,18d5c908-e1e6-4222-9ddf-5569b17790df,0,286.2
Pizzeria Las Americas,2023-04-20,0014W000037XrzcQAC,16. Closed - Onboarded,No,b6d7931f-e688-4326-bfdb-b51c777ef98f,0,408
Danny’s Downtown Dogs,2023-04-20,0014W00003CNrEfQAL,16. Closed - Onboarded,No,24fa0f7b-2313-4cb2-8053-bc5d312dd6f8,0,254.4
Bandana Burger,2023-04-20,0014W00003CNrmeQAD,16. Closed - Onboarded,No,067bf9fc-733d-488a-813f-4c902945c327,0,190.8
Sugared Edge Confections,2023-04-20,0014W00003CNrnhQAD,13. Booked - Need Info to Onboard,No,8206919e-1ed7-4dbd-bb26-ac56f146ff91,0,254.4
Fuzzys Taco Shop,2023-04-20,0014W00003CNrHFQA1,16. Closed - Onboarded,No,9a508efc-fceb-4738-8198-3c23db412a4b,0,0
Lulus Delicias,2023-04-20,0014W00003CNrziQAD,16. Closed - Onboarded,No,ab368fb0-507c-4047-92af-66d12dd932b2,0,0
"COSTADELSOL ENTERPRISES, LLC",2023-04-20,0014W00003CNrtBQAT,13. Booked - Need Info to Onboard,No,09434bb0-82d7-4817-be16-603b6f5d3df1,0,0
Simply Sweet Treats,2023-04-20,0014W00003CNs2cQAD,13. Booked - Need Info to Onboard,Yes,fc6d3dda-b11c-4258-b776-98c371325b80,0,0
Kuna LLC,2023-04-20,0014W00003CNr4QQAT,13. Booked - Need Info to Onboard,No,9ac5196d-2359-40b9-a85d-4069c68ec82b,0,0
The Hoot,2023-04-20,0014W00003CNr7oQAD,16. Closed - Onboarded,No,489301c3-2985-4ab1-bbcd-d2c20704794f,0,83.3
Grip It Virtual Golf,2023-04-20,0014W00003CNqvgQAD,16. Closed - Onboarded,No,9fe91bcf-adf2-4310-95b0-7c4f5bcfd31f,0,190.8
MFT,2023-04-20,0014W00003CNrxhQAD,13. Booked - Need Info to Onboard,No,41d4dc21-060e-46f4-96a2-a769969673a3,0,0
Walnut Creek Swim Club,2023-04-20,0014W00003CNqADQA1,16. Closed - Onboarded,No,d8becd0f-69ed-4586-9448-b5c6d11f2bb0,0,364.8
Sandy’s Star City Cafe & Catering,2023-04-20,0014W00003CNqVTQA1,16. Closed - Onboarded,No,11704076-cc9c-4af8-8db6-fdcf079a88ed,0,318
Browns Brew,2023-04-20,0014W00003CNr15QAD,16. Closed - Onboarded,No,4d18f789-7c49-47a5-b2c6-b73022db0a37,0,0
Apache Grill,2023-04-20,0014W00003CNluqQAD,13. Booked - Need Info to Onboard,No,3337ad7e-92ab-41bd-9126-fb2bf1bbc231,0,0
5 Star From Scratch,2023-04-19,0014W00003CNotaQAD,16. Closed - Onboarded,No,b93fc832-01ff-46dd-92ce-65cc22c8b8d5,900,119.4
Noor Indian Fusion Kitchen,2023-04-19,0014W00003CNoe5QAD,16. Closed - Onboarded,No,02b4610c-fce7-4ebb-b0ee-6aad8192efb3,0,0
Smashed N Fried,2023-04-19,0014W00003CNjkiQAD,16. Closed - Onboarded,No,4ab39702-7289-457d-b80a-2ddcb2d23d6b,0,362.58
Heritage Cafe,2023-04-19,0014W00003CNocOQAT,13. Booked - Need Info to Onboard,No,3946539b-b3ae-4b76-b2c2-2345076b5932,0,318
Springport Slice,2023-04-19,0014W00003CNqBFQA1,16. Closed - Onboarded,No,5444367d-f15c-4b57-b051-ab6bb62bbad4,300,618
The Wine Trailer,2023-04-19,0014W00003CNpiGQAT,16. Closed - Onboarded,Yes,3c1945ef-6653-4c7a-b4bd-d34d71abb232,0,0
Pastry princess sweets & treats,2023-04-19,0014W00003CNof3QAD,13. Booked - Need Info to Onboard,No,5fec93d5-c8ee-4ecc-bb1f-5ffa7394a4ec,0,0
Eden Regal Ballroom & Catering,2023-04-19,0014W000037Xp2RQAS,13. Booked - Need Info to Onboard,No,bb66c416-c0cc-4c41-9813-745ed594f989,0,0
Semper Fi Slots,2023-04-19,0014W00003CNoqDQAT,16. Closed - Onboarded,No,6c3a5fef-850c-42e7-acdf-a4c00273b1e7,0,0
Woodward's BBQ,2023-04-19,0014W00003CNq3VQAT,16. Closed - Onboarded,No,2959aadc-c56a-4140-8948-cc0d0c38d080,300,711.88
Adi’s Pub,2023-04-19,0014W00003CNpwPQAT,16. Closed - Onboarded,No,bc5fb9d7-57f9-4fc2-9abb-dc3afcdf4efc,0,318
The Cafe,2023-04-19,0014W00003CNpWFQA1,13. Booked - Need Info to Onboard,No,6cd18faa-15d7-4fe0-9f25-4c6c321a4d04,0,190.8
Gran Canal Caffe,2023-04-19,0014W00003CNpykQAD,16. Closed - Onboarded,No,a452f9f0-c850-40a1-89ad-61780e6f685a,0,0
"RLVenue,Coleman",2023-04-19,0014W00003CNpuOQAT,16. Closed - Onboarded,No,63989935-7874-430c-897d-703abfe5e0ce,1500,981
Hit Funnel DC LLC,2023-04-19,0014W00003CNpYzQAL,13. Booked - Need Info to Onboard,No,4c4ca2e3-8580-4bfd-8a50-dc89867bb609,0,0
Feed N Seed Lafayette,2023-04-19,0014W00003CNmDcQAL,13. Booked - Need Info to Onboard,No,f64b3ee4-2718-434d-b281-70910da24217,0,1235
Outwest,2023-04-19,0014W00003CNoy1QAD,13. Booked - Need Info to Onboard,No,c2844e42-99ee-43a5-b71c-9d027522719e,0,0
JoJo's BBQ and Catering LLC,2023-04-18,0014W00003CNndxQAD,16. Closed - Onboarded,No,35800170-7fd5-45e4-a5fe-1b035dcf9e81,0,199
Pearl's Crooked Cone Creamery LLC,2023-04-18,0014W00003CNnzMQAT,13. Booked - Need Info to Onboard,No,6105ed93-89c7-47bf-ae5a-fd3bd1d223c7,0,0
Fullofflavorcateringllc,2023-04-18,0014W00003CNo39QAD,18. Live,No,902a7ba4-24c1-48a4-8208-42c922bb7363,0,0
Sheraton Broadway Resort Villas,2023-04-18,0014W00003CNnqDQAT,16. Closed - Onboarded,No,cf1471fd-1b46-4f17-9028-21a0ed93248d,708,1207
Jolted Monkey,2023-04-18,0014W000037XjpDQAS,16. Closed - Onboarded,No,c6f84762-db30-438e-896a-a95fc1dadccd,0,139.3
Fat Jesses On The Go,2023-04-18,0014W00003CNn5DQAT,13. Booked - Need Info to Onboard,No,7e0723e9-b3e2-4318-b922-5386961ceb61,0,0
Mev Global Cuisine,2023-04-18,0014W00003CNoP5QAL,13. Booked - Need Info to Onboard,No,ec3a41d7-4d93-4d0a-ac15-bc8d15f3ee1d,0,160.04
Chubb's Lemonade Co,2023-04-18,0014W00003CNnAIQA1,13. Booked - Need Info to Onboard,No,81160792-210e-4754-8947-0f2f3aacc405,0,0
Rafis Kitchen,2023-04-18,0014W00003CNnxpQAD,18. Live,No,6927d3e0-2d05-4650-a1b6-54e85821da1a,0,1165.81
The Fishermens Snack Shack,2023-04-18,0014W00003CNnzRQAT,16. Closed - Onboarded,No,0b19417b-0a11-4135-8199-b5ad53f584e3,300,817.99
Mr.DoughnutBurger,2023-04-18,0014W00003CNo18QAD,13. Booked - Need Info to Onboard,No,670bce64-5c05-4edc-9598-6fe7edb9464f,900,0
Christina Lewis- Christina’s Patio & Grill,2023-04-18,0014W00003CNmw4QAD,16. Closed - Onboarded,No,959b70d7-51fb-4702-bd30-87b4653db162,1200,711.88
Umbrella Dry Bar,2023-04-18,0014W00002W7UGyQAN,16. Closed - Onboarded,No,bde50023-0d88-4ba1-a9fb-b5bcd6ed7cd7,708,999
Browns Catering,2023-04-18,0014W00003CNYcrQAH,16. Closed - Onboarded,No,f3a58a82-a5be-4ede-8ce9-df3151b8e5d1,0,139.3
F.A.T. - Food and Trailer,2023-04-18,0014W00003CNny9QAD,16. Closed - Onboarded,No,1d4e1f18-81bc-40fd-8af3-f5a314f01acd,0,527
Bison Bar and Grill,2023-04-18,0014W00003CNneWQAT,16. Closed - Onboarded,No,63a02dda-e117-4e80-a5d5-c696c551f4a1,1368,1570.1
Las Monarcas tortilleria,2023-04-18,0014W00003CNnQVQA1,13. Booked - Need Info to Onboard,No,7acf7ee8-5935-42f2-a994-4a1636119ec2,0,139.3
Elma,2023-04-18,0014W00003CNoOMQA1,16. Closed - Onboarded,No,57c17ccf-1605-4e2a-95e5-ea5b4282b231,0,0
Brother and Sisters BBQ Pit,2023-04-18,0014W00003CNnPcQAL,16. Closed - Onboarded,No,70c2895e-cab3-435c-a998-5b9d50d1eb43,0,159.2
Kimp's Kitchen,2023-04-18,0014W00003CNo8nQAD,13. Booked - Need Info to Onboard,No,d2b210ce-60e1-441b-b12e-a89ad0b1fc97,0,0
SerendipiTea,2023-04-18,0014W00003CNnhzQAD,16. Closed - Onboarded,No,182a7aae-8da5-48fb-ba9f-9f4c0646c6ff,0,318
Sergio Mexican Street Food,2023-04-17,0014W00003CNm3XQAT,16. Closed - Onboarded,No,11686c0b-99ea-4651-be51-10098005756b,0,326.4
Narwhal Jousting Club,2023-04-17,0014W00003CNmnMQAT,13. Booked - Need Info to Onboard,No,54110e7b-50bb-49dd-8eae-26aa8a893bbc,300,399.2
OVIO LLC,2023-04-17,0014W00003CNmKOQA1,16. Closed - Onboarded,No,30900b26-acaf-4fc7-894e-67f07123da6d,900,635.6
AYSO 290 Snack Bar,2023-04-17,0014W00003CNmkDQAT,13. Booked - Need Info to Onboard,No,219c0701-6b6c-4554-9df4-0ca06d2d1447,0,0
Riverside Cookie Shoppe,2023-04-17,0014W000037XKAuQAO,16. Closed - Onboarded,No,43b71c71-67fa-43b1-a90f-f14b429eced0,0,279.28
"First City Burritos, LLC",2023-04-17,0014W00003CNmiWQAT,13. Booked - Need Info to Onboard,No,4e540d12-1758-41e6-a9dd-54b00daedd44,0,0
Roxy’s,2023-04-17,0014W00003CNmlkQAD,13. Booked - Need Info to Onboard,No,67eed620-26d7-4b90-afb0-85dfd37ddbf8,0,0
Woke Junk Food Vegan,2023-04-17,0014W00003CNmPnQAL,13. Booked - Need Info to Onboard,No,e5e82ca5-38bb-4b83-a5a8-b3c14bc02e22,0,0
La Cocina // Ahtziri Aviles,2023-04-17,0014W00003CNmc4QAD,13. Booked - Need Info to Onboard,No,2dd41a92-2d94-4609-937e-ae5384fb7213,0,119.4
Paleta Gourmet,2023-04-17,0014W00003CNlqyQAD,13. Booked - Need Info to Onboard,No,21894a34-94ac-40f2-9ca8-85d4791cb551,0,119
Websters Smokehouse,2023-04-17,0014W00003CNmh4QAD,13. Booked - Need Info to Onboard,Yes,8bfe5eea-0437-430f-b419-311a4eca721b,0,0
Rusty’s Smokin Pot,2023-04-17,0014W00003CNlmmQAD,14. Closed - Sent to Onboarding,No,8040565e-2099-4bfe-8ad5-001873e1b384,0,0
The Lodge at Bridge Mills,2023-04-17,0014W000037XmdcQAC,13. Booked - Need Info to Onboard,No,6a624687-f829-48bc-9d93-fce8f9dc6db3,1500,790.2
Juniors Kitchen,2023-04-17,0014W00003CNlxKQAT,16. Closed - Onboarded,No,bb5fea5f-b9ee-41f2-92f5-45035c445b54,0,139.98
Rubios Farm La Esperanza Inc,2023-04-17,0014W00003CNmrJQAT,13. Booked - Need Info to Onboard,No,0b6c618c-7006-42df-9271-abda1cccf9ce,0,318.53
Taste With Tae,2023-04-17,0014W00003CNmlzQAD,13. Booked - Need Info to Onboard,No,18ab68c2-de85-4ce8-ac07-8177de2e8847,720,119.4
Allison McDonald Level Up Snowcones,2023-04-17,0014W00003CNmLCQA1,16. Closed - Onboarded,No,b37c325c-c574-48cf-9a5b-2dc60bb737a5,0,119.4
AIChef Express,2023-04-17,0014W00003CNlWYQA1,16. Closed - Onboarded,No,3c3ca047-7b58-4863-94de-27225d292a03,1680,2513.99
High Stakes Pizza,2023-04-16,0014W00003CNlLUQA1,16. Closed - Onboarded,No,1d89539a-59af-46cc-8120-9c65e3f823c4,1200,708
Tany's Coffee Shop,2023-04-16,0014W00003CNlB8QAL,16. Closed - Onboarded,No,e0aef601-fcd7-40d7-9ded-b6a4bbce5c04,900,0
Vinnys Catering,2023-04-16,0014W00003CNlPmQAL,13. Booked - Need Info to Onboard,No,c144450b-e41d-4dba-86db-739e9cfdb9fe,0,0
Alachua Eats,2023-04-16,0014W00003CNlGhQAL,16. Closed - Onboarded,No,96f3fe80-13fc-4c02-b9dd-af6b6b4abff6,300,698.99
catrina's cantina,2023-04-15,0014W00003CNl5XQAT,16. Closed - Onboarded,No,fa8f24f9-8d7f-4207-b78e-030932994136,1200,1825
Artisanal Delights Corp,2023-04-15,0014W00003CNl5DQAT,13. Booked - Need Info to Onboard,No,a1b587b9-d456-4aa4-bcbb-c4f03adbbc27,0,368.9
Roma Pizza,2023-04-15,0014W000037YHsgQAG,13. Booked - Need Info to Onboard,No,3a3bf821-4477-416b-8212-c317e184e58d,0,0
Casa Brewja,2023-04-14,0014W00003CNjS8QAL,13. Booked - Need Info to Onboard,No,8b1d761b-7a7e-48d6-8458-9db1a249bed2,0,0
Island Vibes Vero Beach,2023-04-14,0014W00003CNjTBQA1,16. Closed - Onboarded,No,b36864fa-0505-49b7-a741-11dd5652f5d3,0,318
Clean Eats,2023-04-14,0014W000037YKQeQAO,16. Closed - Onboarded,No,09d02511-afac-4007-8d23-874a4b5cc14c,0,0
The Rooted Bean,2023-04-14,0014W00003CNjsXQAT,16. Closed - Onboarded,No,91a98ecb-a8d7-40b8-bd8b-d865acab4ed3,0,0
Caribbean Food Porn 2 GO,2023-04-14,0014W00003CNkIxQAL,16. Closed - Onboarded,No,bc8182d1-dc1a-44c5-9da7-d673c487aa1e,0,0
El Galeron de Carnitas,2023-04-14,0014W00003CNklRQAT,13. Booked - Need Info to Onboard,No,e2df9b09-a6ab-44ff-8897-5ccb1a0b2d8d,0,368.9
Luxury nightz bar & grill LLC,2023-04-14,0014W00003CNjUsQAL,17. Closed - On hold by Billing,No,a0223d22-00ae-4fd3-84d8-fbc88ea38ec7,900,0
Tumble Weeds,2023-04-14,0014W00003CNkOqQAL,16. Closed - Onboarded,No,ff695995-6acb-4ab6-803a-2799e65ef4a3,0,222.6
Everest Food Truck,2023-04-14,0014W00003CNkk9QAD,18. Live,No,ee175dc3-7864-43e8-b3e8-a737ec803006,0,139.3
Mama Roots,2023-04-14,0014W00003CNkjkQAD,13. Booked - Need Info to Onboard,Yes,b49892ed-39c7-4f80-994c-e60f3aa8f8e6,300,419.41
The Skagit Table,2023-04-14,0014W00003CNkWkQAL,18. Live,No,5284f7ad-b0ae-4bd5-8b0e-614634aa7332,600,316.8
Mary's Pizza & Restaurant,2023-04-14,0014W00003CNk4qQAD,18. Live,No,71c90327-c534-431f-b57e-ec13f115bec7,0,920.4
BARRY COKER LLC,2023-04-14,0014W00003CNjt1QAD,13. Booked - Need Info to Onboard,No,0ab573b5-8f17-4d2c-8e65-29f62867d3a0,0,618
Mane-Lan Kitchen,2023-04-14,0014W00003CNkpYQAT,13. Booked - Need Info to Onboard,No,8e4c7b43-34b8-4a55-97b3-0eb90953f3e9,0,0
La Olla Columbiana Food Truck,2023-04-14,0014W00003CNjsrQAD,16. Closed - Onboarded,No,6b849e80-1b27-49c3-8857-5caa2f169567,0,310.2
A Family Tradition,2023-04-14,0014W00003CNkJHQA1,13. Booked - Need Info to Onboard,No,a53a4746-74e6-4cad-8412-c334f90c5abf,0,0
